5.017340000000000089e+01 8.084756036161896628e-03 2.000000000000000164e-05
4.967660000000000053e+01 8.066652821076509411e-03 2.000000000000000164e-05
4.918480000000000274e+01 8.061566075677496432e-03 2.000000000000000164e-05
4.869780000000000086e+01 8.075981322357947065e-03 2.000000000000000164e-05
4.821560000000000201e+01 8.061482651188516327e-03 2.000000000000000164e-05
4.773830000000000240e+01 8.065238527580748801e-03 2.000000000000000164e-05
4.726559999999999917e+01 8.075419269880288603e-03 2.000000000000000164e-05
4.679760000000000275e+01 8.059354721565660865e-03 2.000000000000000164e-05
4.633429999999999893e+01 8.067245654021519899e-03 2.000000000000000164e-05
4.587550000000000239e+01 8.062481825380376707e-03 2.000000000000000164e-05
4.542130000000000223e+01 8.072944844671563897e-03 2.000000000000000164e-05
4.497160000000000224e+01 8.070437455635209867e-03 2.000000000000000164e-05
4.452629999999999910e+01 8.066018631993451815e-03 2.000000000000000164e-05
4.408550000000000324e+01 8.074658660174158578e-03 2.000000000000000164e-05
4.364900000000000091e+01 8.070439296947571131e-03 2.000000000000000164e-05
4.321679999999999922e+01 8.077954029687613516e-03 2.000000000000000164e-05
4.278889999999999816e+01 8.061369717408119542e-03 2.000000000000000164e-05
4.236529999999999774e+01 8.074503462924024003e-03 2.000000000000000164e-05
4.194579999999999842e+01 8.070662029562466339e-03 2.000000000000000164e-05
4.153050000000000352e+01 8.073258380633370132e-03 2.000000000000000164e-05
4.111930000000000263e+01 8.076848483771959311e-03 2.000000000000000164e-05
4.071220000000000283e+01 8.077805487979015236e-03 2.000000000000000164e-05
4.030910000000000082e+01 8.075188457102564638e-03 2.000000000000000164e-05
3.990999999999999659e+01 8.079461309702710980e-03 2.000000000000000164e-05
3.951489999999999725e+01 8.076591945332773151e-03 2.000000000000000164e-05
3.912360000000000326e+01 8.082221514058129941e-03 2.000000000000000164e-05
3.873629999999999995e+01 8.072481305868383847e-03 2.000000000000000164e-05
3.835269999999999868e+01 8.071450385095041771e-03 2.000000000000000164e-05
3.797299999999999898e+01 8.083196363248236135e-03 2.000000000000000164e-05
3.759700000000000131e+01 8.080864268257733837e-03 2.000000000000000164e-05
3.722480000000000189e+01 8.087700824906349575e-03 2.000000000000000164e-05
3.685620000000000118e+01 8.079435985849479571e-03 2.000000000000000164e-05
3.649130000000000251e+01 8.077879947964362872e-03 2.000000000000000164e-05
3.613000000000000256e+01 8.082055962496706783e-03 2.000000000000000164e-05
3.577230000000000132e+01 8.081664376861403751e-03 2.000000000000000164e-05
3.541810000000000258e+01 8.086926720425352544e-03 2.000000000000000164e-05
3.506739999999999924e+01 8.089430125622429010e-03 2.000000000000000164e-05
3.472019999999999840e+01 8.082969515141452677e-03 2.000000000000000164e-05
3.437650000000000006e+01 8.081838345228076204e-03 2.000000000000000164e-05
3.403609999999999758e+01 8.076786701800207219e-03 2.000000000000000164e-05
3.369910000000000139e+01 8.075194689324745670e-03 2.000000000000000164e-05
3.336549999999999727e+01 8.076985553278341612e-03 2.000000000000000164e-05
3.303509999999999991e+01 8.094606468526117926e-03 2.000000000000000164e-05
3.270799999999999841e+01 8.076260282519573744e-03 2.000000000000000164e-05
3.238419999999999987e+01 8.080994584385995522e-03 2.000000000000000164e-05
3.206360000000000099e+01 8.079876232566281929e-03 2.000000000000000164e-05
3.174609999999999843e+01 8.079000821519822031e-03 2.000000000000000164e-05
3.143179999999999907e+01 8.069055355133331053e-03 2.000000000000000164e-05
3.112059999999999960e+01 8.084109368715801727e-03 2.000000000000000164e-05
3.081240000000000023e+01 8.080968290840095936e-03 2.000000000000000164e-05
3.050740000000000052e+01 8.081079460694182148e-03 2.000000000000000164e-05
3.020530000000000115e+01 8.078071481970884246e-03 2.000000000000000164e-05
2.990630000000000166e+01 8.078752175831170612e-03 2.000000000000000164e-05
2.961019999999999897e+01 8.082157174202327446e-03 2.000000000000000164e-05
2.931700000000000017e+01 8.080038960328592146e-03 2.000000000000000164e-05
2.902670000000000172e+01 8.073599862522221060e-03 2.000000000000000164e-05
2.873930000000000007e+01 8.072717413492028898e-03 2.000000000000000164e-05
2.845479999999999876e+01 8.081579534522684988e-03 2.000000000000000164e-05
2.817299999999999827e+01 8.081800670383330540e-03 2.000000000000000164e-05
2.789410000000000167e+01 8.073359614029575887e-03 2.000000000000000164e-05
2.761789999999999878e+01 8.075255709703464332e-03 2.000000000000000164e-05
2.734450000000000003e+01 8.076277322665545086e-03 2.000000000000000164e-05
2.707369999999999877e+01 8.071354843894686104e-03 2.000000000000000164e-05
2.680570000000000164e+01 8.074758476421460898e-03 2.000000000000000164e-05
2.654029999999999845e+01 8.080936637468458597e-03 2.000000000000000164e-05
2.627749999999999986e+01 8.067476177840759988e-03 2.000000000000000164e-05
2.601729999999999876e+01 8.080771204137268335e-03 2.000000000000000164e-05
2.575969999999999871e+01 8.068531107543257599e-03 2.000000000000000164e-05
